Course Code,Prereq_1,Prereq_2,Prereq_3,Prereq_4,Prereq_5,Prereq_6,Prereq_7,Prereq_8,Prereq_9,Prereq_10,Prereq_11,Prereq_12,Prereq_13,Prereq_14,Prereq_15,Prereq_16,Prereq_17,Prereq_18,Prereq_19,Prereq_20,Prereq_21,Prereq_22,Prereq_23,Prereq_24,Prereq_25,Prereq_26,Prereq_27,Prereq_28,Prereq_29,Prereq_30,Prereq_31,Prereq_32,Prereq_33,Prereq_34,Prereq_35,Prereq_36,Prereq_37,Prereq_38,Prereq_39,Prereq_40
PSYC 869,PSYC 867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 871,PSYC 867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 874,PSYC 863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 875,PSYC 870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 876,PSYC 869,PSYC 870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 888,PSYC 869,PSYC 870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 894,EDUC 784,PSYC 831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC 994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 202,PUBA 201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 402,HBEH 611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 720,PUBA 719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 745,PUBA 709,PUBA 710,PUBA 719,PUBA 720,PUBA 721,PUBA 723,PUBA 731,PUBA 760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 746,PUBA 709,PUBA 710,PUBA 711,PUBA 719,PUBA 720,PUBA 721,PUBA 723,PUBA 731,PUBA 760,PUBA 745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 747,PUBA 709,PUBA 710,PUBA 719,PUBA 720,PUBA 721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 748,PUBA 709,PUBA 710,PUBA 711,PUBA 719,PUBA 720,PUBA 721,PUBA 723,PUBA 731,PUBA 760,PUBA 747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 757,570 570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBA 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 708,SPHG 713,PUBH 734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 718,PUBH 791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 723,SPHG 721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 730,PUBH 791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 737,SPHG 711,SPHG 712,SPHG 713,PUBH 734,PUBH 736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 738,PUBH 737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 739,SPHG 713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 740,PUBH 734,PUBH 736,PUBH 737,PUBH 738,PUBH 739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 743,SPHG 711,SPHG 712,SPHG 713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 748,PUBH 791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 781,PUBH 791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 782,SPHG 711,SPHG 712,SPHG 713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 783,SPHG 711,SPHG 712,SPHG 713,SPHG 711,SPHG 712,SPHG 713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 785,PUBH 791,SPHG 711,SPHG 712,SPHG 713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 811,PUBH 810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBH 992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 443,POLI 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 458,POLI 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 460,ECON 400,ECON 410,ECON 400,ECON 410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 575,COMM 170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 691H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWAD 692H,PWAD 691H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 440,BIOL 252,BIOL 252L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 461,RADI 442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 462,RADI 442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 463,RADI 442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 466,RADI 442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 467,RADI 440,RADI 442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 471,RADI 461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 472,RADI 462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 473,RADI 463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 474,RADI 466,RADI 467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 478,RADI 466,RADI 467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 479,RADI 466,RADI 467,RADI 474,RADI 478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 574,RADI 473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 575,RADI 574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 583,RADI 574,RADI 575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 584,RADI 583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 585,RADI 472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 591,RADI 584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 670,RADI 660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADI 694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECR 770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECR 775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECR 790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECR 830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECR 865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECR 876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECR 880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECR 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECR 890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECR 950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECR 951,RECR 950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECR 993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELI 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELI 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELI 63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELI 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELI 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELI 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELI 67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
